Sr_No,Location_Coordinates,Location,Hospital_Name,Hospital_Category,Hospital_Care_Type,Discipline_Systems_of_Medicine,Address_Original_First_Line,State,District,Subdistrict,Pincode,Telephone,Mobile_Number,Emergency_Num,Ambulance_Phone_No,Bloodbank_Phone_No,Foreign_pcare,Tollfree,Helpline,Hospital_Fax,Hospital_Primary_Email_Id,Hospital_Secondary_Email_Id,Website,Specialties,Facilities,Accreditation,Hospital_Regis_Number,Registeration_Number_Scan,Nodal_Person_Info,Nodal_Person_Tele,Nodal_Person_Email_Id,Town,Subtown,Village,Establised_Year,Ayush,Miscellaneous_Facilities,Number_Doctor,Num_Mediconsultant_or_Expert,Total_Num_Beds,Number_Private_Wards,Num_Bed_for_Eco_Weaker_Sec,Empanelment_or_Collaboration_with,Emergency_Services,Tariff_Range,State_ID,District_ID
7211,"23.699963, 72.5499719","Jyoti Hospital Campus, Nr. Railway Crossing, Visnagar",Jivanyog Nursing Home,0,0,0,"Jyoti Hospital Campus, Nr. Railway Crossing, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7212,"23.7041356, 72.5463027",Visnagar (N G) Dist  (India) 384315,Jyoti Hospital,0,0,0,Visnagar (N G) Dist  (India) 384315,Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7213,"23.7008004, 72.5393169","B/1, 1St Floor, OppositeBus Stand, Shiv Market, Visnagar",Krishna Surgical Hospital,0,0,0,"B/1, 1St Floor, OppositeBus Stand, Shiv Market, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7214,nan,"Muncipal Station Market, Near G D High School, Visnagar",Navjivan Hospital,0,0,0,"Muncipal Station Market, Near G D High School, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7215,nan,"1St Floor, Marutinandan Complex, G.D. Road, Visnagar",Navnidhi Endoscopy Hospital,0,0,0,"1St Floor, Marutinandan Complex, G.D. Road, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7216,nan,"Panchal Market, Sawala Darwaja",Nitya Surgical Hospital,0,0,0,"Panchal Market, Sawala Darwaja",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7217,nan,Primary Health Center Gothava Ta-Visnagar,PHC Gothava,0,0,0,Primary Health Center Gothava Ta-Visnagar,Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7218,nan,"1St Floor, Shive Market, Opposite Bus Stand",Priyadatta Children Hospital and Devanshi Neonatal Nursery,0,0,0,"1St Floor, Shive Market, Opposite Bus Stand",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7219,nan,"1St Floor, Shiv Market, Opposite S.T. Stand",Ravi Surgical Hospital,0,0,0,"1St Floor, Shiv Market, Opposite S.T. Stand",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7220,"23.6999605, 72.5388917","1St Floor, Silver Beach Complex, Opposite M.N. College Visnagar",Sanjeevani Hospital,0,0,0,"1St Floor, Silver Beach Complex, Opposite M.N. College Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7221,nan,"Maya Bazzar, Visnagar",Sanjivini Charitable Trust and Aapi Hospital,0,0,0,"Maya Bazzar, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7222,nan,"Sanskrut Complex, Opposite Bus Stand, Visnagar",Sharda Nurshing Home,0,0,0,"Sanskrut Complex, Opposite Bus Stand, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7223,"23.7005057, 72.5371134","Reilway Fatat Out Side, Near B.Ed College, Vishnagar",Shiddhy Vinayak Hospital,0,0,0,"Reilway Fatat Out Side, Near B.Ed College, Vishnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7224,nan,"1St Floor,Panchal Market,Savala Darwaza,Opposite Lawarsi Bus Stand",Shivam Dental Clinic,0,0,0,"1St Floor,Panchal Market,Savala Darwaza,Opposite Lawarsi Bus Stand",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7225,"23.7010866, 72.5397313","Uma Market, 1St Floor, Nr. S. T. Stand, Visnagar",Siddhi Ent Hospital,0,0,0,"Uma Market, 1St Floor, Nr. S. T. Stand, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7226,"23.6997327, 72.5448516","Sub District Hospital, Visnagar","Sub District Hospital, Visnagar",0,0,0,"Sub District Hospital, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7227,nan,"Opposite Bus Stand, Visnagar",Swastik Orthopadic Hospital,0,0,0,"Opposite Bus Stand, Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7228,nan,"Nr B.Ed College,Visnagar",Uma Children Hospital,0,0,0,"Nr B.Ed College,Visnagar",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7229,"23.7014476, 72.5367755",Ankur Society Opposite B Ed. College Visnagar,Vatsal Children Hospital and Jugal Neonatal Nursery,0,0,0,Ankur Society Opposite B Ed. College Visnagar,Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7230,nan,"1St Floor, Nagori Market",Viraj Hosptial,0,0,0,"1St Floor, Nagori Market",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7231,nan,"1St Loor, Panchal Marketn, Savala Darvaja Bus Stand, Opposite Lawaris Bus Stand",Yash Prasutigruh and Women Disease Hospital,0,0,0,"1St Loor, Panchal Marketn, Savala Darvaja Bus Stand, Opposite Lawaris Bus Stand",Gujarat,Mahesana,0,384315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7232,nan,Primary Health Center Denap Ta-Visnagar,PHC Denap,0,0,0,Primary Health Center Denap Ta-Visnagar,Gujarat,Mahesana,0,384320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7233,nan,Primary Health Center Umta Ta-Visnagar,PHC Umta,0,0,0,Primary Health Center Umta Ta-Visnagar,Gujarat,Mahesana,0,384320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7234,nan,"Khari Kui, Kheralu",Alka Hospital and Sonography Clinic,0,0,0,"Khari Kui, Kheralu",Gujarat,Mahesana,0,384325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7235,nan,Kheralu,Apoorva Clinic,0,0,0,Kheralu,Gujarat,Mahesana,0,384325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7236,nan,"Referral Hospital/Samuhik Aarogya Kendra, Kheralu",Chc Kheralu,0,0,0,"Referral Hospital/Samuhik Aarogya Kendra, Kheralu",Gujarat,Mahesana,0,384325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7237,"23.8935015, 72.6192427","Harsiddha Complex, Khari Kui, Kheralu",Jatan Children Hospital,0,0,0,"Harsiddha Complex, Khari Kui, Kheralu",Gujarat,Mahesana,0,384325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7238,"23.8852761, 72.6189503","1St Floor, Harsiddh Complex, Khari Koi",Jeevandeep General Hospital,0,0,0,"1St Floor, Harsiddh Complex, Khari Koi",Gujarat,Mahesana,0,384325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7239,"23.1748258, 72.7472652",Primary Health Center Dabhoda Ta-Kheralu,PHC Dabhoda,0,0,0,Primary Health Center Dabhoda Ta-Kheralu,Gujarat,Mahesana,0,384325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7240,"23.8859232, 72.6210766","Doctor House, Opposite Harsiddhi Complex, Khari Kui, Kheralu",Vishvas Dental Care,0,0,0,"Doctor House, Opposite Harsiddhi Complex, Khari Kui, Kheralu",Gujarat,Mahesana,0,384325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7241,nan,"Samuhik Arogya Kendra, Satalasana",Chc Satalasana,0,0,0,"Samuhik Arogya Kendra, Satalasana",Gujarat,Mahesana,0,384330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7242,"24.0196411, 72.7888964","Highway Road, Satlasana",Gadhavada Hospital,0,0,0,"Highway Road, Satlasana",Gujarat,Mahesana,0,384330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7243,nan,"21-7-191, Charkaman",Smt Hiraben A Shah General Hospital,0,0,0,"21-7-191, Charkaman",Gujarat,Mahesana,0,384330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7244,nan,"Ambaji Highway, Satlasana",Smt. Hiraben A. Shah General Hospital,0,0,0,"Ambaji Highway, Satlasana",Gujarat,Mahesana,0,384330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7245,"23.8330943, 72.7837899",Primary Health Center Valasana Ta-Vadagar,PHC Valasana,0,0,0,Primary Health Center Valasana Ta-Vadagar,Gujarat,Mahesana,0,384335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7246,nan,Primary Health Center Sudasanata-Satlasana,PHC Sudasana,0,0,0,Primary Health Center Sudasanata-Satlasana,Gujarat,Mahesana,0,384340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7247,nan,Primary Health Center Hadol Ta-Satlasana,PHC Hadol,0,0,0,Primary Health Center Hadol Ta-Satlasana,Gujarat,Mahesana,0,384350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7248,"23.7842943, 72.6341397","Opposite B.N. High School, Vadnagar",Bhavana Hospital,0,0,0,"Opposite B.N. High School, Vadnagar",Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7249,nan,"Referral Hospital/Samuhik Aarogya Kendra, Vadnagar",Chc Vadnagar,0,0,0,"Referral Hospital/Samuhik Aarogya Kendra, Vadnagar",Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7250,nan,"Mator, Vadnagar",Dr. Janyantibhai N. Patel,0,0,0,"Mator, Vadnagar",Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7251,"23.7836243, 72.6344722","Vikarm Shopping Center, S.T. Road",Hirvani Nursing Home,0,0,0,"Vikarm Shopping Center, S.T. Road",Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7252,nan,"405/12, Sardar Patel Society",Neel Surgical Hospital For Children,0,0,0,"405/12, Sardar Patel Society",Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7253,nan,Primary Health Center Karbatiya Ta-Vadagar,PHC Karbatiya,0,0,0,Primary Health Center Karbatiya Ta-Vadagar,Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7254,nan,Primary Health Center Sahpur Ta-Vadagar,PHC Shahpur(Vad),0,0,0,Primary Health Center Sahpur Ta-Vadagar,Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7255,nan,"Sardar Market, Opp Sanket Society, Vadnagar",Sardar Patel Ganral Hospital,0,0,0,"Sardar Market, Opp Sanket Society, Vadnagar",Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7256,"23.7804654, 72.6274583","S T Work Shop Road,Opposite Bus Depo, Vadnagar",Vasant Prabha Hospital,0,0,0,"S T Work Shop Road ,Opposite Bus Depo, Vadnagar",Gujarat,Mahesana,0,384355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7257,nan,Primary Health Center Balol Ta-Becharaji,PHC Balol,0,0,0,Primary Health Center Balol Ta-Becharaji,Gujarat,Mahesana,0,384410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7258,"23.5166343, 72.2232373",Primary Health Center Nadasa Ta-Becharaji,PHC Nadasa,0,0,0,Primary Health Center Nadasa Ta-Becharaji,Gujarat,Mahesana,0,384410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7259,"23.4810464, 72.1599687",Primary Health Center Rantej Ta-Becharaji,PHC Rantej,0,0,0,Primary Health Center Rantej Ta-Becharaji,Gujarat,Mahesana,0,384410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7260,"23.4661287, 72.2964569","Referral Hospital/Samuhik Aarogya Kendra, Jotana",Chc Jotana,0,0,0,"Referral Hospital/Samuhik Aarogya Kendra, Jotana",Gujarat,Mahesana,0,384421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7261,"23.4847506, 72.2567475",Primary Health Center Sanathal Ta-Becharaji,PHC Santhal,0,0,0,Primary Health Center Sanathal Ta-Becharaji,Gujarat,Mahesana,0,384430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7262,nan,Primary Health Center Linch Ta,PHC Linch,0,0,0,Primary Health Center Linch Ta,Gujarat,Mahesana,0,384435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,471
7263,nan,"Zarola Waga, Dabhoi",Ashish Clianic,0,0,0,"Zarola Waga, Dabhoi",Gujarat,Narmada,0,391110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7264,nan,Dabhoi,Chc- Dabhoi,0,0,0,Dabhoi,Gujarat,Narmada,0,391110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7265,"22.3197352, 73.2036417",Dabhoi,Hari Surgical Hospital,0,0,0,Dabhoi,Gujarat,Narmada,0,391110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7266,nan,"6, Vaishali Society, College Road",Neeti Nursing Home,0,0,0,"6, Vaishali Society, College Road",Gujarat,Narmada,0,391110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7267,nan,Pratap Road Dandia Bazar Jambubet,Sapan Hospital,0,0,0,Pratap Road Dandia Bazar Jambubet,Gujarat,Narmada,0,391110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7268,nan,"Jagnnath Park,Near Swaminarayan Mandir,Dabho",Shri Hari Surgical and Maternity,0,0,0,"Jagnnath Park,Near Swaminarayan Mandir,Dabho",Gujarat,Narmada,0,391110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7269,nan,"Referral Hospital/Samuhik Aarogya Kendra, Tilakwada",Chc Tilakvada,0,0,0,"Referral Hospital/Samuhik Aarogya Kendra, Tilakwada",Gujarat,Narmada,0,391120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7270,nan,Referral Hospital Samuhik Aarogya Kendra Sagbara,C H C Sagbara,0,0,0,Referral Hospital Samuhik Aarogya Kendra Sagbara,Gujarat,Narmada,0,393050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7271,"21.869928, 73.5027684","Rajpipla, Opp-Sbi. Station Road",Atmiya Hospital,0,0,0,"Rajpipla, Opp-Sbi. Station Road",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7272,"21.8678401, 73.5041687","General Hospital, Rajpipala",Civil Hospital,0,0,0,"General Hospital, Rajpipala",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7273,nan,"Lal Tower Road, Opposite Payaga Police Line, Lal Tower Road, Opposite Payaga Police Line, Rajpipla",Dr Thaker Surgical Nursing Home,0,0,0,"Lal Tower Road, Opposite Payaga Police Line, Lal Tower Road, Opposite Payaga Police Line, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7274,"21.8438782, 73.5273555",Rajpipla,General Hospital,0,0,0,Rajpipla,Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7275,nan,Rajpipla,Mehta Hospital,0,0,0,Rajpipla,Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7276,nan,"Darbar Road, Nr.Post Office",Netra Seva Trust Hospital,0,0,0,"Darbar Road, Nr.Post Office",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7277,"21.8665924, 73.5029849","Near Court, Station Road, Rajpipla",Rajpipla Public Hospital,Public/ Government,0,0,"Near Court, Station Road, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7278,nan,"Opp : Santosh Talkies, N/R Swaminarayan Sanskar Dham, Santosh Char Rasta, Rajpipla",Rutu Meternity Home,0,0,0,"Opp : Santosh Talkies, N/R Swaminarayan Sanskar Dham, Santosh Char Rasta, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7279,"21.8703716, 73.50202","Shraddh Complex, Daulat Bazzar, Rajpipla",Shraddha Clinic,0,0,0,"Shraddh Complex, Daulat Bazzar, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7280,nan,"Run By Shree Jalaram Bapa Lokshray Lokseva Trust, Rajpipla",Shree Jalaram Medical Centre,0,0,0,"Run By Shree Jalaram Bapa Lokshray Lokseva Trust, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7281,nan,Rajpipla,Shree Vijay Surgical and Maternity Hospital,0,0,0,Rajpipla,Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7282,"21.8730773, 73.5021535","Opposite Bank Of Baroda, Station Road, Rajpipla",Shree Yogi Maternity and Children Hospital,0,0,0,"Opposite Bank Of Baroda, Station Road, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7283,"21.8678464, 73.5025585",At & Po. Rajpipala Opp:- Sbi Station Road Rajpipala,Shreyas Hospital,0,0,0,At & Po. Rajpipala Opp:- Sbi Station Road Rajpipala,Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7284,"21.8700642, 73.5079417","Shiv Complex, Opposite Rutu Hospital, Santhosh Chowkadi",Shruvin Hospital,0,0,0,"Shiv Complex, Opposite Rutu Hospital, Santhosh Chowkadi",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7285,nan,"Station Road, Rajpipla",Usha Maternity and Surgical Hospital,0,0,0,"Station Road, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7286,"21.8670323, 73.504559","Opposite Civil Hospital, Palace Road, Rajpipla",Vijay Maternity Home and Surgical Hospital,0,0,0,"Opposite Civil Hospital, Palace Road, Rajpipla",Gujarat,Narmada,0,393145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,487
7287,"20.7729324, 73.4952776","Referral Hospital/Samuhik Aarogya Kendra, Waghai",Chc Waghai,0,0,0,"Referral Hospital/Samuhik Aarogya Kendra, Waghai",Gujarat,Navsari,0,394730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7288,nan,"Main Bazzar Road, Waghai, Dang",Shri Om Sairam Clinic,0,0,0,"Main Bazzar Road, Waghai, Dang",Gujarat,Navsari,0,394730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7289,"20.6289236, 73.0966745","Nava Road, Gandhi Nagar Soc., Gujarat State Highway 701, Khergam",Nihar Hospital,0,0,0,"Nava Road, Gandhi Nagar Soc., Gujarat State Highway 701, Khergam",Gujarat,Navsari,0,396040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7290,nan,"Somnath Road, Bilimora",Adarsh Hospital,0,0,0,"Somnath Road, Bilimora",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7291,"20.7691355, 72.9735383","Nursery Rd, Mahadev Nagar, Billimora",Arpan Hospital,0,0,0,"Nursery Rd, Mahadev Nagar, Billimora",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7292,"20.7683167, 72.9742773","Maharasi Complex,Gauharbaug, Bilimora",Atrik Hospital,0,0,0,"Maharasi Complex, ,Gauharbaug, Bilimora",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
7293,nan,"878, Upper Level, Maharshi Complex, Gouharbaug",Maheshwari Surgical and General Hospital,0,0,0,"878, Upper Level, Maharshi Complex, Gouharbaug",Gujarat,Navsari,0,396321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,490
